8 Acc LUA^ accX,9 Acc LUA^ accY,10 Acc LUA^ accZ
-261.0,909.0,327.0
-263.0,949.0,375.0
-285.0,922.0,366.0
-276.0,911.0,377.0
-286.0,883.0,314.0
-295.0,902.0,332.0
-281.0,891.0,339.0
-293.0,906.0,316.0
-296.0,912.0,308.0
-295.0,921.0,299.0
-307.0,902.0,321.0
-305.0,909.0,337.0
-319.0,899.0,337.0
-299.0,895.0,317.0
-350.0,898.0,319.0
-358.0,881.0,345.0
-341.0,898.0,321.0
-336.0,918.0,324.0
-304.0,939.0,317.0
-342.0,930.0,346.0
-342.0,900.0,344.0
-354.0,886.0,339.0
-348.0,911.0,339.0
-329.0,914.0,319.0
-321.0,915.0,319.0
-307.0,920.0,312.0
-308.0,916.0,312.0
-316.0,917.0,282.0
-334.0,939.0,300.0
-312.0,927.0,292.0
-311.0,917.0,292.0
-300.0,909.0,280.0
-308.0,910.0,297.0
-308.0,928.0,275.0
-277.0,921.0,313.0
-257.0,949.0,295.0
-239.0,958.0,277.0
-257.0,939.0,305.0
-275.0,953.0,278.0
-329.0,950.0,287.0
-341.0,894.0,334.0
-393.0,869.0,356.0
-353.0,880.0,384.0
-318.0,896.0,388.0
-361.0,872.0,377.0
-385.0,840.0,353.0
-371.0,851.0,331.0
-373.0,830.0,318.0
-355.0,869.0,314.0
-358.0,855.0,342.0
-379.0,906.0,374.0
-399.0,883.0,457.0
-409.0,855.0,486.0
-395.0,863.0,436.0
-368.0,869.0,421.0
-346.0,891.0,384.0
-350.0,864.0,402.0
-355.0,850.0,394.0
-367.0,840.0,421.0
-393.0,826.0,419.0
-395.0,808.0,428.0
-391.0,811.0,451.0
-409.0,814.0,503.0
-413.0,782.0,492.0
-415.0,791.0,520.0
-403.0,807.0,515.0
-381.0,790.0,489.0
-361.0,759.0,478.0
-342.0,770.0,459.0
-340.0,778.0,494.0
-338.0,775.0,531.0
-376.0,773.0,527.0
-364.0,787.0,552.0
-363.0,779.0,556.0
-349.0,808.0,490.0
-297.0,819.0,516.0
-270.0,837.0,469.0
-297.0,843.0,470.0
-341.0,808.0,522.0
-383.0,780.0,526.0
-442.0,776.0,570.0
-431.0,787.0,541.0
-444.0,779.0,549.0
-476.0,759.0,539.0
-477.0,760.0,604.0
-484.0,768.0,655.0
-465.0,761.0,682.0
-477.0,794.0,649.0
-397.0,793.0,577.0
-256.0,824.0,510.0
-181.0,843.0,451.0
-114.0,861.0,431.0
-66.0,852.0,464.0
-87.0,811.0,502.0
-90.0,826.0,534.0
-131.0,814.0,559.0
-150.0,782.0,589.0
-170.0,785.0,581.0
-136.0,797.0,598.0
-143.0,778.0,641.0
-132.0,750.0,651.0
-125.0,739.0,626.0
-135.0,747.0,619.0
-143.0,749.0,663.0
-162.0,728.0,632.0
-179.0,779.0,631.0
-154.0,756.0,616.0
-153.0,757.0,626.0
-152.0,812.0,601.0
-144.0,835.0,585.0
-112.0,815.0,559.0
-98.0,816.0,535.0
-86.0,822.0,523.0
-109.0,835.0,559.0
-133.0,834.0,549.0
-151.0,864.0,610.0
-189.0,844.0,558.0
-158.0,857.0,573.0
-128.0,860.0,548.0
-103.0,858.0,509.0
-106.0,871.0,518.0
-122.0,865.0,486.0
-132.0,891.0,477.0
-144.0,889.0,453.0
-140.0,894.0,452.0
-118.0,890.0,424.0
-134.0,934.0,442.0
-126.0,902.0,463.0
-129.0,892.0,449.0
-158.0,976.0,455.0
-155.0,933.0,461.0
-106.0,930.0,378.0
-95.0,914.0,355.0
-99.0,976.0,337.0
-148.0,912.0,344.0
-135.0,932.0,340.0
-109.0,964.0,335.0
-88.0,979.0,306.0
-94.0,980.0,326.0
-109.0,984.0,319.0
-122.0,968.0,354.0
-108.0,943.0,377.0
-99.0,955.0,356.0
-142.0,979.0,343.0
-114.0,955.0,347.0
-102.0,938.0,346.0
-114.0,966.0,328.0
-95.0,950.0,296.0
-105.0,951.0,275.0
-104.0,977.0,286.0
-109.0,968.0,283.0
-121.0,978.0,275.0
-86.0,980.0,293.0
-92.0,982.0,321.0
-91.0,963.0,308.0
-107.0,974.0,311.0
-108.0,970.0,311.0
-109.0,942.0,303.0
-82.0,946.0,305.0
-100.0,947.0,312.0
-119.0,958.0,317.0
-104.0,949.0,315.0
-97.0,975.0,307.0
-86.0,978.0,295.0
-134.0,978.0,293.0
-143.0,967.0,269.0
-143.0,969.0,316.0
-131.0,978.0,294.0
-154.0,959.0,327.0
-169.0,955.0,353.0
-162.0,980.0,343.0
-155.0,932.0,325.0
-166.0,935.0,313.0
-185.0,939.0,316.0
-183.0,899.0,321.0
-205.0,918.0,343.0
-211.0,912.0,427.0
-207.0,919.0,456.0
-219.0,921.0,442.0
-209.0,930.0,407.0
-237.0,940.0,416.0
-220.0,927.0,376.0
-237.0,885.0,372.0
-217.0,863.0,348.0
-234.0,878.0,386.0
-257.0,896.0,404.0
-273.0,902.0,414.0
-252.0,897.0,416.0
-284.0,896.0,449.0
-262.0,928.0,432.0
-238.0,928.0,387.0
-242.0,964.0,368.0
-258.0,909.0,356.0
-260.0,919.0,381.0
-312.0,877.0,398.0
-285.0,882.0,396.0
-323.0,863.0,450.0
-282.0,827.0,525.0
-276.0,759.0,544.0
-296.0,803.0,520.0
-331.0,796.0,501.0
-297.0,845.0,421.0
-303.0,881.0,428.0
-301.0,876.0,387.0
-338.0,878.0,407.0
-307.0,876.0,408.0
-297.0,879.0,427.0
-313.0,871.0,432.0
-319.0,853.0,433.0
-326.0,862.0,440.0
-297.0,856.0,418.0
-295.0,835.0,407.0
-315.0,855.0,439.0
-318.0,896.0,457.0
-279.0,918.0,504.0
-314.0,870.0,519.0
-261.0,811.0,411.0
-265.0,790.0,400.0
-284.0,834.0,379.0
-344.0,859.0,396.0
-351.0,867.0,393.0
-351.0,882.0,407.0
-342.0,905.0,385.0
-252.0,917.0,395.0
-234.0,928.0,392.0
-246.0,930.0,360.0
-255.0,930.0,355.0
-266.0,939.0,337.0
-247.0,968.0,317.0
-225.0,948.0,335.0
-213.0,964.0,298.0
-252.0,989.0,275.0
-260.0,998.0,274.0
-283.0,970.0,301.0
-280.0,933.0,349.0
-251.0,946.0,351.0
-237.0,944.0,314.0
-229.0,936.0,321.0
-209.0,944.0,336.0
-205.0,916.0,297.0
-190.0,923.0,258.0
-192.0,940.0,270.0
-172.0,939.0,285.0
-199.0,940.0,275.0
-180.0,950.0,285.0
-163.0,957.0,272.0
-169.0,952.0,244.0
-165.0,981.0,271.0
-181.0,972.0,269.0
-150.0,953.0,274.0
-147.0,951.0,294.0
-153.0,960.0,259.0
-176.0,956.0,260.0
-165.0,964.0,264.0
-153.0,968.0,277.0
-178.0,972.0,288.0
-183.0,987.0,276.0
-157.0,978.0,267.0
-142.0,986.0,246.0
-152.0,969.0,263.0
-163.0,968.0,295.0
-190.0,977.0,311.0
-180.0,992.0,382.0
-225.0,1011.0,403.0
-252.0,966.0,464.0
-254.0,943.0,492.0
-223.0,919.0,507.0
-229.0,891.0,543.0
-172.0,900.0,508.0
-144.0,899.0,447.0
-71.0,946.0,412.0
-68.0,887.0,464.0
-109.0,815.0,376.0
-106.0,826.0,369.0
-53.0,809.0,378.0
-102.0,806.0,444.0
-93.0,854.0,509.0
-48.0,853.0,520.0
-73.0,868.0,541.0
-93.0,868.0,551.0
-72.0,870.0,580.0
-81.0,878.0,557.0
-85.0,881.0,486.0
-91.0,883.0,538.0
-95.0,886.0,529.0
-93.0,916.0,512.0
-61.0,875.0,537.0
-22.0,870.0,450.0
-1.0,850.0,413.0
-54.0,887.0,426.0
-23.0,900.0,427.0
-19.0,930.0,408.0
29.0,883.0,387.0
-14.0,967.0,391.0
-41.0,964.0,473.0
-71.0,916.0,542.0
-62.0,946.0,506.0
-82.0,893.0,531.0
-175.0,832.0,601.0
-294.0,729.0,687.0
-366.0,678.0,772.0
-472.0,608.0,790.0
-524.0,606.0,803.0
-516.0,595.0,817.0
-295.0,670.0,648.0
-213.0,761.0,553.0
-198.0,706.0,550.0
-99.0,783.0,439.0
-68.0,834.0,603.0
-70.0,841.0,638.0
-12.0,911.0,662.0
-89.0,859.0,710.0
-53.0,833.0,669.0
-41.0,825.0,637.0
-40.0,880.0,683.0
-19.0,863.0,682.0
-85.0,821.0,723.0
-99.0,832.0,647.0
-105.0,801.0,567.0
-73.0,873.0,549.0
-146.0,869.0,544.0
-343.0,733.0,585.0
-553.0,619.0,764.0
-681.0,542.0,826.0
-732.0,551.0,721.0
-710.0,567.0,607.0
-583.0,691.0,547.0
-308.0,857.0,445.0
-103.0,1014.0,444.0
129.0,1055.0,436.0
134.0,1088.0,361.0
226.0,955.0,404.0
185.0,876.0,430.0
78.0,893.0,475.0
21.0,880.0,596.0
-83.0,844.0,696.0
-176.0,797.0,692.0
-217.0,780.0,679.0
-171.0,752.0,656.0
-182.0,759.0,622.0
-114.0,731.0,611.0
-104.0,761.0,600.0
-98.0,769.0,590.0
-124.0,793.0,606.0
-87.0,792.0,639.0
-121.0,807.0,651.0
-91.0,806.0,667.0
-90.0,810.0,623.0
-65.0,834.0,631.0
-93.0,800.0,615.0
-157.0,817.0,621.0
-108.0,777.0,598.0
-183.0,810.0,607.0
-152.0,793.0,681.0
-157.0,780.0,646.0
-154.0,707.0,631.0
-86.0,723.0,651.0
-89.0,791.0,663.0
-111.0,805.0,684.0
-69.0,811.0,674.0
-76.0,806.0,600.0
-131.0,794.0,572.0
-151.0,796.0,555.0
-139.0,790.0,581.0
-128.0,811.0,643.0
-149.0,775.0,625.0
-132.0,813.0,682.0
-149.0,790.0,714.0
-213.0,766.0,716.0
-200.0,785.0,707.0
-153.0,804.0,596.0
-171.0,790.0,619.0
-133.0,750.0,590.0
-152.0,776.0,610.0
-129.0,751.0,581.0
-129.0,768.0,646.0
-157.0,759.0,701.0
-163.0,747.0,701.0
-199.0,740.0,648.0
-216.0,754.0,661.0
-217.0,765.0,675.0
-223.0,765.0,659.0
-187.0,783.0,649.0
-179.0,775.0,651.0
-188.0,748.0,651.0
-177.0,735.0,649.0
-161.0,753.0,662.0
-181.0,753.0,633.0
-162.0,712.0,631.0
-161.0,779.0,673.0
-154.0,755.0,668.0
-170.0,750.0,651.0
-150.0,766.0,648.0
-185.0,768.0,661.0
-171.0,744.0,678.0
-118.0,803.0,631.0
-105.0,845.0,620.0
-31.0,866.0,628.0
-79.0,831.0,655.0
-246.0,798.0,604.0
-265.0,681.0,580.0
-303.0,664.0,682.0
-340.0,637.0,658.0
-325.0,715.0,641.0
-238.0,769.0,621.0
-198.0,802.0,601.0
-157.0,856.0,602.0
-174.0,865.0,613.0
-204.0,873.0,624.0
-168.0,871.0,629.0
-218.0,853.0,594.0
-181.0,833.0,565.0
-170.0,848.0,601.0
-147.0,813.0,596.0
-154.0,841.0,570.0
-156.0,821.0,564.0
-113.0,838.0,568.0
-189.0,816.0,646.0
-194.0,789.0,677.0
-137.0,770.0,604.0
-67.0,797.0,580.0
-88.0,806.0,549.0
-65.0,809.0,549.0
3.0,841.0,540.0
3.0,853.0,549.0
15.0,891.0,557.0
-82.0,875.0,585.0
-170.0,815.0,598.0
-222.0,797.0,625.0
-213.0,754.0,685.0
-178.0,769.0,645.0
-95.0,808.0,593.0
-116.0,850.0,605.0
-76.0,861.0,590.0
19.0,872.0,551.0
109.0,916.0,405.0
114.0,987.0,377.0
42.0,977.0,339.0
-72.0,963.0,321.0
-218.0,885.0,492.0
-365.0,806.0,605.0
-512.0,680.0,829.0
-571.0,625.0,882.0
-438.0,638.0,816.0
-375.0,699.0,790.0
-251.0,774.0,564.0
-226.0,785.0,439.0
-64.0,818.0,533.0
-113.0,835.0,560.0
-99.0,826.0,580.0
-77.0,834.0,613.0
-89.0,843.0,562.0
-76.0,883.0,550.0
-81.0,833.0,464.0
-13.0,876.0,428.0
-118.0,923.0,503.0
-203.0,878.0,604.0
-247.0,895.0,537.0
-245.0,853.0,521.0
-273.0,829.0,562.0
-275.0,800.0,590.0
-246.0,809.0,538.0
-247.0,815.0,503.0
-195.0,869.0,493.0
-135.0,864.0,478.0
-136.0,863.0,488.0
-99.0,900.0,464.0
-104.0,910.0,438.0
-86.0,930.0,438.0
-66.0,930.0,417.0
-56.0,952.0,425.0
-58.0,967.0,392.0
-69.0,954.0,405.0
-61.0,934.0,413.0
-62.0,932.0,429.0
-58.0,944.0,422.0
-54.0,947.0,395.0
-70.0,929.0,416.0
-65.0,940.0,417.0
-67.0,928.0,405.0
-73.0,947.0,398.0
-71.0,925.0,428.0
-50.0,937.0,408.0
-48.0,931.0,417.0
-48.0,949.0,397.0
-49.0,920.0,417.0
-69.0,922.0,419.0
-73.0,917.0,422.0
-70.0,897.0,399.0
-90.0,878.0,434.0
-97.0,875.0,421.0
-87.0,906.0,438.0
-68.0,929.0,440.0
-45.0,976.0,380.0
-70.0,978.0,336.0
-66.0,999.0,304.0
-97.0,975.0,297.0
-98.0,958.0,325.0
-104.0,997.0,325.0
-95.0,978.0,327.0
-114.0,987.0,316.0
-106.0,948.0,346.0
-131.0,938.0,352.0
-105.0,933.0,395.0
-125.0,943.0,348.0
-99.0,906.0,382.0
-128.0,942.0,393.0
-125.0,927.0,409.0
-138.0,935.0,405.0
-150.0,976.0,377.0
-141.0,961.0,377.0
-137.0,928.0,379.0
-138.0,910.0,355.0
-146.0,919.0,342.0
-125.0,928.0,356.0
-149.0,957.0,364.0
-181.0,968.0,397.0
-190.0,957.0,377.0
-188.0,928.0,412.0
-184.0,931.0,422.0
-216.0,925.0,394.0
-245.0,904.0,399.0
-238.0,888.0,370.0
-239.0,893.0,346.0
-280.0,863.0,392.0
-282.0,870.0,428.0
-260.0,904.0,422.0
-274.0,901.0,435.0
-284.0,929.0,385.0
-257.0,913.0,420.0
-288.0,904.0,461.0
-322.0,858.0,428.0
-360.0,789.0,448.0
-407.0,753.0,405.0
-376.0,804.0,453.0
-451.0,757.0,550.0
-371.0,800.0,500.0
-344.0,817.0,522.0
-369.0,826.0,529.0
-364.0,809.0,436.0
-371.0,804.0,416.0
-406.0,788.0,422.0
-397.0,789.0,467.0
-367.0,793.0,475.0
-337.0,846.0,450.0
-342.0,839.0,476.0
-345.0,843.0,470.0
-432.0,820.0,476.0
-428.0,788.0,499.0
-464.0,777.0,468.0
-386.0,782.0,461.0
-414.0,832.0,392.0
-357.0,858.0,416.0
-330.0,875.0,450.0
-334.0,869.0,524.0
-333.0,861.0,554.0
-337.0,865.0,558.0
-257.0,821.0,497.0
-294.0,794.0,468.0
-317.0,825.0,523.0
-340.0,806.0,521.0
-413.0,766.0,540.0
-394.0,742.0,563.0
-406.0,741.0,521.0
-418.0,741.0,509.0
-360.0,741.0,490.0
-364.0,741.0,517.0
-368.0,752.0,503.0
-366.0,774.0,576.0
-394.0,789.0,582.0
-383.0,786.0,567.0
-339.0,791.0,553.0
-309.0,799.0,551.0
-316.0,791.0,545.0
-320.0,772.0,562.0
-352.0,707.0,529.0
-330.0,745.0,531.0
-334.0,818.0,520.0
-354.0,829.0,495.0
-317.0,781.0,546.0
-314.0,787.0,560.0
-322.0,816.0,560.0
-303.0,814.0,570.0
-321.0,808.0,554.0
-368.0,813.0,512.0
-368.0,775.0,531.0
-397.0,760.0,540.0
-410.0,791.0,481.0
-382.0,813.0,514.0
-372.0,812.0,519.0
-329.0,809.0,500.0
-245.0,873.0,464.0
-273.0,897.0,503.0
-193.0,869.0,457.0
-199.0,860.0,400.0
-146.0,907.0,386.0
-327.0,893.0,466.0
-524.0,762.0,562.0
-535.0,623.0,565.0
-567.0,683.0,499.0
-580.0,747.0,451.0
-413.0,842.0,503.0
-448.0,833.0,645.0
-205.0,889.0,435.0
-206.0,940.0,390.0
-434.0,841.0,450.0
-424.0,769.0,372.0
-329.0,784.0,356.0
-212.0,857.0,451.0
-337.0,873.0,530.0
-309.0,872.0,504.0
-385.0,827.0,469.0
-372.0,826.0,508.0
-341.0,806.0,475.0
-302.0,799.0,412.0
-321.0,833.0,389.0
-311.0,879.0,441.0
-286.0,861.0,462.0
-266.0,883.0,409.0
-376.0,874.0,433.0
-479.0,788.0,524.0
-493.0,761.0,536.0
-427.0,737.0,547.0
-327.0,805.0,476.0
-327.0,813.0,401.0
-410.0,840.0,442.0
-339.0,822.0,455.0
-361.0,789.0,504.0
-455.0,788.0,539.0
-496.0,776.0,528.0
-521.0,755.0,486.0
-436.0,792.0,498.0
-392.0,761.0,520.0
-430.0,806.0,439.0
-359.0,841.0,471.0
-318.0,864.0,471.0
-321.0,918.0,426.0
-212.0,881.0,390.0
-220.0,860.0,374.0
-398.0,824.0,465.0
-400.0,769.0,469.0
-399.0,781.0,510.0
-406.0,778.0,578.0
-443.0,728.0,535.0
-448.0,711.0,479.0
-379.0,760.0,457.0
-381.0,791.0,474.0
-379.0,818.0,518.0
-379.0,840.0,498.0
-371.0,838.0,526.0
-414.0,826.0,507.0
-365.0,796.0,471.0
-364.0,823.0,389.0
-380.0,865.0,414.0
-403.0,762.0,482.0
-464.0,819.0,460.0
-463.0,782.0,470.0
-411.0,794.0,483.0
-389.0,810.0,434.0
-380.0,814.0,425.0
-417.0,808.0,448.0
-407.0,817.0,437.0
-372.0,856.0,441.0
-404.0,834.0,452.0
-418.0,802.0,416.0
-412.0,826.0,442.0
-329.0,887.0,403.0
-363.0,890.0,458.0
-420.0,830.0,407.0
-415.0,804.0,395.0
-385.0,806.0,443.0
-363.0,858.0,421.0
-343.0,847.0,405.0
-306.0,881.0,376.0
-392.0,815.0,441.0
-440.0,806.0,440.0
-417.0,797.0,427.0
-474.0,807.0,460.0
-413.0,793.0,485.0
-470.0,797.0,391.0
-363.0,860.0,349.0
-366.0,847.0,370.0
-339.0,853.0,418.0
-295.0,903.0,418.0
-303.0,918.0,369.0
-328.0,888.0,405.0
-354.0,830.0,386.0
-311.0,908.0,362.0
-499.0,779.0,434.0
-316.0,851.0,362.0
-410.0,852.0,433.0
-341.0,821.0,424.0
-330.0,854.0,378.0
-323.0,884.0,379.0
-385.0,880.0,459.0
-402.0,837.0,466.0
-468.0,805.0,518.0
-408.0,812.0,445.0
-227.0,903.0,352.0
-320.0,928.0,319.0
-494.0,823.0,404.0
-410.0,787.0,403.0
-371.0,847.0,398.0
-315.0,945.0,349.0
-259.0,943.0,396.0
-299.0,853.0,400.0
-302.0,876.0,398.0
-363.0,867.0,351.0
-381.0,854.0,355.0
-353.0,855.0,399.0
-424.0,881.0,485.0
-453.0,813.0,510.0
-422.0,785.0,419.0
-385.0,838.0,356.0
-348.0,872.0,371.0
-382.0,880.0,438.0
-356.0,869.0,445.0
-420.0,846.0,451.0
-415.0,811.0,390.0
-372.0,840.0,347.0
-401.0,855.0,404.0
-380.0,812.0,396.0
-435.0,814.0,423.0
-401.0,808.0,409.0
-427.0,807.0,416.0
-399.0,846.0,396.0
-399.0,880.0,412.0
-390.0,830.0,457.0
-399.0,827.0,398.0
-422.0,824.0,328.0
-459.0,802.0,369.0
-461.0,763.0,435.0
-456.0,817.0,442.0
-446.0,823.0,370.0
-356.0,840.0,299.0
-283.0,909.0,349.0
-376.0,873.0,407.0
-471.0,831.0,395.0
-450.0,863.0,431.0
-521.0,798.0,448.0
-536.0,750.0,419.0
-456.0,797.0,345.0
-440.0,809.0,349.0
-382.0,866.0,349.0
-389.0,935.0,303.0
-342.0,903.0,395.0
-370.0,852.0,460.0
-320.0,833.0,346.0
-353.0,899.0,316.0
-402.0,867.0,334.0
-390.0,828.0,340.0
-378.0,891.0,391.0
-332.0,962.0,364.0
-331.0,956.0,319.0
-329.0,924.0,343.0
-409.0,934.0,433.0
-436.0,874.0,370.0
-564.0,900.0,379.0
-675.0,712.0,474.0
-675.0,594.0,566.0
-830.0,635.0,691.0
-958.0,617.0,682.0
-842.0,642.0,639.0
-745.0,673.0,582.0
-573.0,729.0,495.0
-313.0,761.0,408.0
-59.0,800.0,386.0
-43.0,754.0,568.0
44.0,786.0,485.0
-77.0,800.0,645.0
-201.0,656.0,810.0
-253.0,631.0,882.0
-340.0,612.0,847.0
-361.0,483.0,855.0
-318.0,473.0,838.0
-326.0,409.0,897.0
-356.0,410.0,813.0
-236.0,431.0,849.0
-267.0,409.0,924.0
-268.0,467.0,872.0
-299.0,461.0,818.0
-309.0,443.0,722.0
-346.0,449.0,656.0
-345.0,473.0,641.0
-324.0,506.0,638.0
-259.0,585.0,717.0
-261.0,665.0,754.0
-227.0,708.0,839.0
-182.0,731.0,806.0
-143.0,731.0,835.0
-132.0,742.0,811.0
-99.0,763.0,786.0
-89.0,775.0,680.0
-89.0,757.0,664.0
-64.0,757.0,686.0
-105.0,769.0,654.0
-125.0,788.0,642.0
-127.0,762.0,636.0
-139.0,753.0,658.0
-146.0,834.0,625.0
-124.0,848.0,592.0
-91.0,864.0,585.0
-76.0,882.0,544.0
-92.0,907.0,564.0
-123.0,894.0,572.0
-113.0,873.0,509.0
-88.0,892.0,519.0
-113.0,894.0,508.0
-93.0,911.0,506.0
-127.0,880.0,488.0
-156.0,862.0,523.0
-143.0,824.0,539.0
-115.0,819.0,540.0
-121.0,857.0,526.0
-110.0,877.0,477.0
-87.0,909.0,410.0
-114.0,949.0,439.0
-97.0,937.0,483.0
-124.0,870.0,513.0
-152.0,848.0,529.0
-152.0,826.0,529.0
-132.0,854.0,519.0
-108.0,855.0,542.0
-153.0,882.0,597.0
-126.0,846.0,618.0
-133.0,854.0,615.0
-171.0,852.0,629.0
-182.0,804.0,600.0
-176.0,816.0,554.0
-144.0,826.0,503.0
-132.0,828.0,529.0
-136.0,847.0,535.0
-160.0,865.0,524.0
-148.0,884.0,547.0
-142.0,859.0,535.0
-134.0,852.0,517.0
-142.0,863.0,567.0
-133.0,864.0,559.0
-125.0,824.0,533.0
-104.0,830.0,564.0
-61.0,843.0,504.0
-97.0,868.0,542.0
-68.0,894.0,563.0
-87.0,820.0,590.0
-115.0,806.0,603.0
-98.0,809.0,591.0
-91.0,818.0,576.0
-88.0,811.0,584.0
-94.0,835.0,569.0
-90.0,854.0,585.0
-129.0,840.0,605.0
-108.0,809.0,631.0
-140.0,797.0,583.0
-152.0,797.0,560.0
-151.0,827.0,538.0
-133.0,835.0,541.0
-157.0,833.0,551.0
-144.0,810.0,566.0
-157.0,810.0,617.0
-193.0,798.0,602.0
-173.0,815.0,588.0
-166.0,861.0,582.0
-133.0,885.0,532.0
-123.0,878.0,553.0
-114.0,856.0,521.0
-93.0,882.0,514.0
-112.0,867.0,591.0
-98.0,848.0,593.0
-69.0,826.0,589.0
-67.0,845.0,601.0
-124.0,816.0,624.0
-152.0,810.0,661.0
-178.0,771.0,620.0
-128.0,826.0,573.0
-172.0,818.0,592.0
-123.0,819.0,587.0
-152.0,852.0,574.0
-109.0,877.0,564.0
-120.0,859.0,566.0
-115.0,821.0,599.0
-118.0,828.0,571.0
-105.0,823.0,570.0
-187.0,806.0,583.0
-178.0,793.0,619.0
-161.0,751.0,621.0
-190.0,759.0,611.0
-227.0,740.0,592.0
-205.0,731.0,620.0
-121.0,772.0,602.0
-94.0,771.0,635.0
-88.0,794.0,577.0
68.0,891.0,591.0
16.0,884.0,592.0
46.0,928.0,584.0
-23.0,936.0,618.0
-35.0,945.0,599.0
-4.0,866.0,558.0
26.0,892.0,569.0
69.0,809.0,563.0
103.0,812.0,501.0
113.0,807.0,508.0
152.0,835.0,489.0
164.0,806.0,479.0
200.0,795.0,516.0
161.0,794.0,531.0
132.0,809.0,502.0
131.0,776.0,533.0
100.0,800.0,530.0
88.0,804.0,539.0
96.0,838.0,536.0
96.0,857.0,483.0
84.0,892.0,482.0
60.0,911.0,471.0
10.0,908.0,527.0
-10.0,928.0,605.0
-10.0,898.0,563.0
-34.0,865.0,552.0
-114.0,864.0,519.0
-93.0,883.0,571.0
-75.0,882.0,570.0
-83.0,866.0,593.0
-147.0,832.0,588.0
-173.0,851.0,589.0
-151.0,833.0,572.0
-148.0,834.0,552.0
-148.0,841.0,556.0
-175.0,837.0,550.0
-181.0,847.0,539.0
-169.0,847.0,557.0
-153.0,870.0,534.0
-151.0,859.0,575.0
-215.0,844.0,545.0
-202.0,854.0,537.0
-200.0,845.0,550.0
-178.0,864.0,537.0
-167.0,839.0,522.0
-199.0,807.0,566.0
-193.0,847.0,547.0
-191.0,873.0,504.0
-160.0,858.0,550.0
-197.0,851.0,541.0
-210.0,862.0,515.0
-169.0,872.0,493.0
-133.0,853.0,534.0
-152.0,862.0,488.0
-138.0,856.0,490.0
-207.0,873.0,558.0
-151.0,895.0,570.0
-134.0,864.0,443.0
-114.0,854.0,448.0
-159.0,790.0,404.0
-72.0,860.0,603.0
-74.0,898.0,567.0
-64.0,884.0,435.0
-146.0,834.0,342.0
-177.0,834.0,471.0
-141.0,880.0,533.0
-91.0,949.0,500.0
-167.0,880.0,503.0
-166.0,857.0,550.0
-142.0,843.0,490.0
-144.0,882.0,504.0
-168.0,897.0,517.0
-211.0,865.0,504.0
-164.0,882.0,539.0
-190.0,873.0,499.0
-192.0,880.0,520.0
-224.0,848.0,475.0
-168.0,878.0,399.0
-214.0,817.0,478.0
-222.0,851.0,507.0
-185.0,895.0,498.0
-179.0,884.0,517.0
-208.0,842.0,505.0
-214.0,849.0,481.0
-194.0,870.0,447.0
-141.0,878.0,404.0
-282.0,840.0,566.0
-231.0,892.0,595.0
-179.0,881.0,517.0
-231.0,852.0,452.0
-106.0,910.0,498.0
-197.0,909.0,503.0
-321.0,868.0,499.0
-302.0,803.0,661.0
-158.0,803.0,542.0
-127.0,840.0,489.0
-93.0,835.0,522.0
-232.0,838.0,608.0
-233.0,812.0,527.0
-154.0,872.0,515.0
-184.0,907.0,444.0
-211.0,933.0,761.0
-268.0,864.0,644.0
-128.0,860.0,320.0
-246.0,733.0,472.0
-227.0,805.0,543.0
-162.0,882.0,602.0
-125.0,879.0,471.0
-164.0,819.0,582.0
-151.0,873.0,536.0
-209.0,808.0,593.0
-190.0,794.0,629.0
-91.0,836.0,512.0
-188.0,773.0,409.0
-132.0,899.0,622.0
-161.0,956.0,600.0
-317.0,860.0,613.0
-168.0,872.0,503.0
-140.0,826.0,473.0
-155.0,826.0,420.0
-166.0,832.0,527.0
-181.0,861.0,591.0
-171.0,892.0,610.0
-172.0,832.0,597.0
-192.0,809.0,516.0
-196.0,835.0,553.0
-154.0,790.0,632.0
-191.0,765.0,617.0
-190.0,804.0,580.0
-178.0,812.0,519.0
-221.0,829.0,518.0
-161.0,830.0,575.0
-182.0,863.0,639.0
-207.0,844.0,583.0
-279.0,815.0,586.0
-236.0,794.0,649.0
-184.0,816.0,636.0
-154.0,789.0,566.0
-207.0,816.0,539.0
-274.0,788.0,605.0
-192.0,817.0,682.0
-204.0,804.0,640.0
-222.0,823.0,562.0
-180.0,830.0,575.0
-273.0,794.0,634.0
-252.0,818.0,499.0
-158.0,841.0,559.0
-174.0,813.0,623.0
-200.0,806.0,545.0
-233.0,838.0,569.0
-215.0,791.0,616.0
-165.0,783.0,628.0
-170.0,780.0,633.0
-90.0,761.0,612.0
-113.0,722.0,620.0
-154.0,721.0,695.0
-187.0,775.0,651.0
-139.0,860.0,488.0
-130.0,770.0,636.0
-148.0,863.0,784.0
-197.0,806.0,673.0
-226.0,769.0,553.0
-176.0,784.0,639.0
-97.0,774.0,659.0
-207.0,724.0,574.0
-145.0,793.0,654.0
-103.0,832.0,729.0
-173.0,774.0,695.0
-184.0,738.0,562.0
-104.0,759.0,497.0
-180.0,768.0,568.0
-96.0,844.0,654.0
-210.0,770.0,741.0
-207.0,769.0,755.0
-173.0,816.0,749.0
-216.0,738.0,627.0
-206.0,733.0,564.0
-117.0,778.0,679.0
-104.0,766.0,668.0
-102.0,709.0,672.0
-98.0,715.0,620.0
-192.0,695.0,709.0
-190.0,805.0,661.0
-163.0,848.0,647.0
-126.0,817.0,692.0
